Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q10,Q10_2_TEXT,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q20_2_TEXT,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q21_21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_12,Q22_13,Q22_14,Q22_15,Q22_16,Q22_17,Q22_18,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q23_11,Q23_12,Q23_13,Q23_14,Q23_15,Q23_16,Q23_17,Q23_18,Q24_1,Q24_2,Q24_3,Q25_1,Q25_2,Q25_3,Q26_1,Q26_2,Q26_3,Q27_1,Q28_1,Q29,Q29_7_TEXT,Q30,Q30_7_TEXT
42,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Strongly Disagree,Somewhat disagree,Agree,"Yes, please indicate how many children you have",9,Keeping my weight about the same   ,295,I'm fairly confident about my estimate   ,This week   ,74,"Pregnancy   ,Significant medical experience impeding mobility   ",,315,145,No  ,,Sometimes,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,2,3,3,0,4,0,5,5,2,1,2,0,0,2,0,0,0,0,4,0,0,0,4,5,4,6,5,2,7,0,0,3,0,0,0,0,80,71,87,82,81,83,70,69,70,5,4,No  ,,No  ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Gaining weight ,130,I'm very confident about my estimate  ,This week   ,51,Significant relationship change ,,158,130,"Yes, If Yes add box please briefly describe what is working for you",Not eating meals after 6:00 PM.,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Obese,Married (Cohabiting),Agree,Somewhat agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Somewhat agree,"Yes, please indicate how many children you have",3,Gaining weight ,225,I'm very confident about my estimate  ,Over a week ago   ,65 inches ,"Pregnancy   ,Started a medication with weight gain as a side effect   ",,250 fully pregnant,95,No  ,,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Often,Often,Rarely,Rarely,Rarely,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Strongly Disagree,Somewhat disagree,Strongly agree,Disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,"Yes, please indicate how many children you have",1,Gaining weight ,180,I'm very confident about my estimate  ,Over a week ago   ,68,"Pregnancy   ,Started a medication with weight gain as a side effect   ,Significant medical experience impeding mobility   ",,180,150,"Yes, If Yes add box please briefly describe what is working for you",Diet and exercise ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,,,Keeping my weight about the same   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Disagree,Disagree,Disagree,Somewhat agree,No,,Keeping my weight about the same   ,,I'm very confident about my estimate  ,Today   ,71,Significant relationship change ,Exercised at least 2 hours daily for weight loss   ,205,145,No  ,,Rarely,Often,Sometimes,Sometimes,Often,Rarely,Rarely,Rarely,Sometimes,Sometimes,Often,Often,Rarely,Never,Rarely,Often,Sometimes,Sometimes,Often,Often,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male   ,2-year College Degree   ,White/Caucasian   ,No   ,Underweight,Married (Cohabiting),Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Disagree,Disagree,Neither agree nor disagree,Strongly agree,No,,Keeping my weight about the same   ,180,I'm very confident about my estimate  ,Over a week ago   ,76,Significant relationship change ,,215,165,"Yes, If Yes add box please briefly describe what is working for you",I lift weights 3-5 days a week,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Often,Rarely,Often,Often,Rarely,Often,Often,Sometimes,Never,Often,Sometimes,Often,0,0,0,4,3,5,7,4,6,1,7,0,0,0,0,0,0,0,0,0,0,7,2,3,4,4,3,1,7,2,0,2,4,2,0,0,80,80,80,85,90,50,90,65,60,4,2,No  ,,No  ,
59,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Divorced/Separated,,,,,,,,,,,,"Yes, please indicate how many children you have",3,Keeping my weight about the same   ,165,I'm fairly confident about my estimate   ,Over a month ago   ,69,,Exercised at least 2 hours daily for weight loss   ,175 (pregnancy) 165,130,No  ,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Never,0,0,0,5,1,0,5,3,5,0,3,0,0,4,0,0,2,2,,,,,,,,,,,,,,,,,,,85,85,90,50,30,1,,,,5,,No  ,,,
24,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Obese,Never Married  ,,,,,,,,,,,,"Yes, please indicate how many children you have",0,Losing weight   ,305,I'm very confident about my estimate  ,Today   ,78,Started a medication with weight gain as a side effect   ,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",347,290,"Yes, If Yes add box please briefly describe what is working for you",Diet and exercise ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Strongly Disagree,Disagree,Agree,Somewhat agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Somewhat agree,No,,Keeping my weight about the same   ,295,I'm very confident about my estimate  ,This week   ,68,Significant relationship change ,,295,220,No  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Normal weight,,Somewhat disagree,Agree,Somewhat agree,Does not Apply to Me,Disagree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Strongly agree,Neither agree nor disagree,"Yes, please indicate how many children you have",5,Keeping my weight about the same   ,130,I'm very confident about my estimate  ,Over a week ago   ,67,Significant medical experience impeding mobility   ,,150,115,"Yes, If Yes add box please briefly describe what is working for you","Active lifestyle, keep healthy options on hand, as I get ready for the day I think about what I am going to eat at different times when I get hungry/what my food options are",Often,Often,Sometimes,Often,Rarely,Sometimes,Rarely,Rarely,Rarely,,Never,Rarely,Never,Often,Often,Often,Sometimes,Often,,,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Female   ,Masters Degree   ,Other   ,Yes   ,Normal weight,Married (Cohabiting),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male   ,4-year College Degree   ,Other   ,No   ,,Married (Cohabiting),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Obese,Married (Cohabiting),Strongly agree,Somewhat agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Somewhat agree,Agree,Disagree,No,,Gaining weight ,250,I'm very confident about my estimate  ,Today   ,69,Started a medication with weight gain as a side effect   ,,250,125,No  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male   ,4-year College Degree   ,Other   ,No   ,Normal weight,Married (Cohabiting),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male   ,Masters Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,No,,Keeping my weight about the same   ,210,I'm very confident about my estimate  ,This week   ,70,Significant relationship change ,,210,150,No  ,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Obese,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,245,I'm fairly confident about my estimate   ,Over a month ago   ,68,,,250,210,No  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,"Yes, please indicate how many children you have",2,Keeping my weight about the same   ,185,I'm very confident about my estimate  ,This week   ,69,,,,230,"Yes, If Yes add box please briefly describe what is working for you",Eat healthy and exercise regularly,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Strongly Disagree,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Strongly agree,No,,Keeping my weight about the same   ,195,I'm very confident about my estimate  ,This week   ,71,,,195,160,No  ,,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Obese,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,280,I'm very confident about my estimate  ,Today   ,65,Started a medication with weight gain as a side effect   ,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",280,260,No  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,175,I'm fairly confident about my estimate   ,Over a week ago   ,70,,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",140,135,"Yes, If Yes add box please briefly describe what is working for you",running,Never,Rarely,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Rarely,Rarely,Sometimes,Sometimes,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Losing weight   ,124,I'm fairly confident about my estimate   ,This week   ,65,,,140,116,No  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Disagree,Strongly agree,Somewhat agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat disagree,"Yes, please indicate how many children you have",1,Gaining weight ,255,I'm very confident about my estimate  ,Over a week ago   ,82 inches,Significant relationship change ,,50 lbs,,No  ,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Obese,Married (Cohabiting),Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat agree,"Yes, please indicate how many children you have",4,Gaining weight ,225,I'm very confident about my estimate  ,This week   ,60,Started a medication with weight gain as a side effect   ,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",245,132,No  ,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Often,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,4,5,4,0,1,1,4,4,6,7,5,4,0,2,4,7,4,2,1,0,0,0,3,5,5,0,3,0,0,0,0,3,0,5,4,3,9,4,4,76,84,87,88,72,40,1,4,No  ,,No  ,
,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,"Yes, please indicate how many children you have",3,Keeping my weight about the same   ,130,I'm fairly confident about my estimate   ,Over a month ago   ,63,,,191,125,No  ,,Rarely,Sometimes,Never,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Never,6,6,0,5,6,6,7,6,7,0,7,0,0,3,1,0,0,2,0,0,0,2,0,2,2,0,4,7,0,0,0,5,0,7,3,7,10,10,37,100,100,100,,,,4,5,No  ,,No  ,
27,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male   ,2-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Agree,Disagree,Disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,"Yes, please indicate how many children you have",2,Gaining weight ,245,I'm fairly confident about my estimate   ,Over a week ago   ,69,,,245,185,No  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Female   ,2-year College Degree   ,,,Overweight,Married (Cohabiting),Strongly agree,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,No,,Keeping my weight about the same   ,180,I'm fairly confident about my estimate   ,Over a week ago   ,71,"Pregnancy   ,Significant relationship change ",,200 lbs,150,"Yes, If Yes add box please briefly describe what is working for you",I try to be mindful of what/when I eat. I try to eat only at mealtimes. If I eat in between it's usually sugar or simple carbs and that can quickly add up in daily calories that cause me to gain weight. Sometimes I go on walks for exercise.,Sometimes,Often,Sometimes,Sometimes,Rarely,Sometimes,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Never,Rarely,1,0,0,7,2,2,5,2,6,0,7,0,0,0,0,1,3,4,0,0,0,7,0,,7,0,3,0,0,0,0,0,0,4,5,0,96,90,99,20,20,10,10,10,1,5,5,No  ,,No  ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,185,I'm fairly confident about my estimate   ,Over a week ago   ,5 feet 11 inches,,,185,150,No  ,,Sometimes,Often,Sometimes,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Sometimes,Rarely,2,0,0,0,7,7,4,2,7,0,4,3,0,4,2,0,2,7,3,2,0,0,0,7,3,2,4,0,0,0,0,3,0,7,2,4,10,5,5,50,30,70,70,50,80,1,3,No  ,,No  ,
27,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Does not Apply to Me,"Yes, please indicate how many children you have",1,Keeping my weight about the same   ,165,I'm very confident about my estimate  ,Over a week ago   ,64,"Pregnancy   ,Started a medication with weight gain as a side effect   ",,195,116,"Yes, If Yes add box please briefly describe what is working for you","healthy eating, active lifestyle",Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,3,0,0,1,1,4,3,3,6,1,4,0,0,3,0,0,1,1,1,2,2,2,0,3,3,3,4,0,3,0,0,2,0,2,2,1,100,90,100,70,95,70,81,92,75,4,4,No  ,,No  ,
34,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,185,I'm fairly confident about my estimate   ,This week   ,69,Significant relationship change ,,210,150,No  ,,Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Often,Rarely,Rarely,Rarely,Sometimes,Sometimes,4,0,0,4,2,3,2,2,5,4,3,2,0,2,2,4,1,2,6,6,3,5,3,3,3,4,5,6,4,2,0,2,2,2,0,1,70,58,65,55,55,40,71,52,52,4,5,No  ,,No  ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male   ,2-year College Degree   ,White/Caucasian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,No,,Losing weight   ,198,I'm very confident about my estimate  ,Today   ,70,,,213,183,"Yes, If Yes add box please briefly describe what is working for you",Limiting calories to 1300,Sometimes,Sometimes,Often,Never,Rarely,Rarely,Never,Never,Rarely,Sometimes,Never,Rarely,Never,Sometimes,Rarely,Rarely,Never,Rarely,Never,Never,Rarely,7,7,7,6,5,1,2,7,5,5,4,0,0,7,0,1,7,2,2,2,2,1,4,4,3,4,5,2,5,0,0,2,0,3,1,0,30,26,55,53,11,100,75,47,31,3,4,No  ,,No  ,
35,Male   ,4-year College Degree   ,Native American   ,No   ,Obese,Married (Cohabiting),Strongly agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,"Yes, please indicate how many children you have",2,Losing weight   ,240,I'm fairly confident about my estimate   ,Over a month ago   ,71,Significant relationship change ,,265,195,No  ,,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2,0,0,1,5,2,2,0,4,0,0,2,0,2,0,0,2,0,0,0,0,6,2,1,2,1,6,1,3,0,0,5,0,3,1,1,46,46,64,46,58,57,47,45,55,4,,No  ,,No  ,
36,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Divorced/Separated,,,,,,,,,,,,"Yes, please indicate how many children you have",2,Keeping my weight about the same   ,125,I'm very confident about my estimate  ,Over a month ago   ,65 inches,Significant relationship change ,Using diuretics,128,114,"Yes, If Yes add box please briefly describe what is working for you",Trying to eat intuitively and exercising every day. ,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,Rarely,4,1,1,5,5,5,5,5,5,0,2,0,0,0,2,0,1,0,4,1,1,5,5,5,5,5,5,0,1,0,0,0,0,0,1,0,70,70,70,90,80,80,0,,,4,,No  ,,No  ,
24,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Agree,Disagree,Agree,Somewhat agree,Agree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,No,,Keeping my weight about the same   ,112,I'm fairly confident about my estimate   ,Over a year ago ,63 inches,,,115,105,"Yes, If Yes add box please briefly describe what is working for you","Not a specific strategy, I just try to be mindful of my eating habits.",Often,Often,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,3,1,0,0,0,0,3,3,6,0,3,1,0,2,2,4,3,1,0,0,0,4,1,1,3,1,3,1,2,0,0,2,0,2,4,1,75,75,75,50,70,51,70,62,51,3,4,No  ,,No  ,
26,Female   ,4-year College Degree   ,Other   ,Yes   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Gaining weight ,125,I'm fairly confident about my estimate   ,Over a month ago   ,62,,,125,115,No  ,,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Rarely,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,1,0,0,6,4,4,5,4,4,0,0,2,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,96,96,83,86,15,,,,4,4,No  ,,No  ,
32,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Disagree,Strongly Disagree,Disagree,Somewhat agree,Agree,"Yes, please indicate how many children you have",4,Gaining weight ,180,I'm very confident about my estimate  ,This week   ,71,,,185,163,"Yes, If Yes add box please briefly describe what is working for you",not eating sugar and exercising,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Never,Never,Never,2,0,0,2,6,7,7,1,5,2,0,0,0,0,0,7,2,1,0,0,0,1,1,4,5,2,3,0,7,0,0,0,0,7,2,0,75,75,90,90,68,21,61,2,74,4,3,No  ,,No  ,
